indicator,country,countryiso3code,date,value,indicator_code
"School enrollment, secondary (% gross)",China,CHN,2019,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",China,CHN,2018,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",China,CHN,2017,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",China,CHN,2016,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Colombia,COL,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Colombia,COL,2024,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Colombia,COL,2023,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Colombia,COL,2022,101.573776245117,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Colombia,COL,2021,102.987998962402,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Colombia,COL,2020,101.499450683594,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Colombia,COL,2019,101.989349365234,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Colombia,COL,2018,100.373336791992,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Colombia,COL,2017,99.2193298339844,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Colombia,COL,2016,98.4156265258789,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Comoros,COM,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Comoros,COM,2024,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Comoros,COM,2023,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Comoros,COM,2022,54.8057289123535,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Comoros,COM,2021,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Comoros,COM,2020,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Comoros,COM,2019,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Comoros,COM,2018,61.7014685443494,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Comoros,COM,2017,56.9502144763063,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Comoros,COM,2016,,SE.SEC.ENRR
"School enrollment, secondary (% gross)","Congo, Dem. Rep.",COD,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)","Congo, Dem. Rep.",COD,2024,,SE.SEC.ENRR
"School enrollment, secondary (% gross)","Congo, Dem. Rep.",COD,2023,55.4860992431641,SE.SEC.ENRR
"School enrollment, secondary (% gross)","Congo, Dem. Rep.",COD,2022,,SE.SEC.ENRR
"School enrollment, secondary (% gross)","Congo, Dem. Rep.",COD,2021,55.3636283874512,SE.SEC.ENRR
"School enrollment, secondary (% gross)","Congo, Dem. Rep.",COD,2020,,SE.SEC.ENRR
"School enrollment, secondary (% gross)","Congo, Dem. Rep.",COD,2019,,SE.SEC.ENRR
"School enrollment, secondary (% gross)","Congo, Dem. Rep.",COD,2018,,SE.SEC.ENRR
"School enrollment, secondary (% gross)","Congo, Dem. Rep.",COD,2017,,SE.SEC.ENRR
"School enrollment, secondary (% gross)","Congo, Dem. Rep.",COD,2016,,SE.SEC.ENRR
"School enrollment, secondary (% gross)","Congo, Rep.",COG,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)","Congo, Rep.",COG,2024,,SE.SEC.ENRR
"School enrollment, secondary (% gross)","Congo, Rep.",COG,2023,,SE.SEC.ENRR
"School enrollment, secondary (% gross)","Congo, Rep.",COG,2022,,SE.SEC.ENRR
"School enrollment, secondary (% gross)","Congo, Rep.",COG,2021,,SE.SEC.ENRR
"School enrollment, secondary (% gross)","Congo, Rep.",COG,2020,,SE.SEC.ENRR
"School enrollment, secondary (% gross)","Congo, Rep.",COG,2019,,SE.SEC.ENRR
"School enrollment, secondary (% gross)","Congo, Rep.",COG,2018,,SE.SEC.ENRR
"School enrollment, secondary (% gross)","Congo, Rep.",COG,2017,,SE.SEC.ENRR
"School enrollment, secondary (% gross)","Congo, Rep.",COG,2016,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Costa Rica,CRI,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Costa Rica,CRI,2024,121.810760498047,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Costa Rica,CRI,2023,125.510070800781,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Costa Rica,CRI,2022,131.907592773438,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Costa Rica,CRI,2021,138.903381347656,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Costa Rica,CRI,2020,132.678680419922,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Costa Rica,CRI,2019,132.849334716797,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Costa Rica,CRI,2018,125.964347839355,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Costa Rica,CRI,2017,121.514961242676,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Costa Rica,CRI,2016,118.203712463379,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cote d'Ivoire,CIV,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cote d'Ivoire,CIV,2024,65.3065056618336,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cote d'Ivoire,CIV,2023,63.9607557764462,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cote d'Ivoire,CIV,2022,54.0714108290486,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cote d'Ivoire,CIV,2021,57.135967003236,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cote d'Ivoire,CIV,2020,55.4380323721262,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cote d'Ivoire,CIV,2019,53.791930617454,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cote d'Ivoire,CIV,2018,51.072614509286,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cote d'Ivoire,CIV,2017,49.0863555848622,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cote d'Ivoire,CIV,2016,46.2425069943643,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Croatia,HRV,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Croatia,HRV,2024,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Croatia,HRV,2023,105.025161743164,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Croatia,HRV,2022,105.577796936035,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Croatia,HRV,2021,105.876342773438,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Croatia,HRV,2020,105.585418701172,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Croatia,HRV,2019,105.13597869873,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Croatia,HRV,2018,104.960083007812,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Croatia,HRV,2017,104.214416503906,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Croatia,HRV,2016,103.719436645508,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cuba,CUB,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cuba,CUB,2024,91.7456844321038,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cuba,CUB,2023,95.5986574273359,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cuba,CUB,2022,103.627148989561,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cuba,CUB,2021,100.016181545784,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cuba,CUB,2020,101.487990578922,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cuba,CUB,2019,100.467809909244,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cuba,CUB,2018,99.5805926474392,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cuba,CUB,2017,98.8916381409707,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cuba,CUB,2016,97.8005641142909,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Curacao,CUW,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Curacao,CUW,2024,89.9053421020508,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Curacao,CUW,2023,123.429739994157,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Curacao,CUW,2022,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Curacao,CUW,2021,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Curacao,CUW,2020,129.470256951777,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Curacao,CUW,2019,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Curacao,CUW,2018,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Curacao,CUW,2017,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Curacao,CUW,2016,,SE.SEC.ENRR
"Literacy rate, adult total (% of people ages 15 and above)",Afghanistan,AFG,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Afghanistan,AFG,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Afghanistan,AFG,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Afghanistan,AFG,2021,37.2700004577637,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Afghanistan,AFG,2020,36.0149650316607,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Afghanistan,AFG,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Afghanistan,AFG,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Afghanistan,AFG,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Afghanistan,AFG,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Afghanistan,AFG,2015,33.75,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Albania,ALB,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Albania,ALB,2023,97.6800003051758,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Albania,ALB,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Albania,ALB,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Albania,ALB,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Albania,ALB,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Albania,ALB,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Albania,ALB,2017,98.8099975585938,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Albania,ALB,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Albania,ALB,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Algeria,DZA,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Algeria,DZA,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Algeria,DZA,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Algeria,DZA,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Algeria,DZA,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Algeria,DZA,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Algeria,DZA,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Algeria,DZA,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Algeria,DZA,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Algeria,DZA,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",American Samoa,ASM,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",American Samoa,ASM,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",American Samoa,ASM,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",American Samoa,ASM,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",American Samoa,ASM,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",American Samoa,ASM,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",American Samoa,ASM,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",American Samoa,ASM,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",American Samoa,ASM,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",American Samoa,ASM,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Andorra,AND,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Andorra,AND,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Andorra,AND,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Andorra,AND,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Andorra,AND,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Andorra,AND,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Andorra,AND,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Andorra,AND,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Andorra,AND,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Andorra,AND,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Angola,AGO,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Angola,AGO,2023,68.1800003051758,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Angola,AGO,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Angola,AGO,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Angola,AGO,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Angola,AGO,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Angola,AGO,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Angola,AGO,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Angola,AGO,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Angola,AGO,2015,66.2399978637695,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Antigua and Barbuda,ATG,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Antigua and Barbuda,ATG,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Antigua and Barbuda,ATG,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Antigua and Barbuda,ATG,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Antigua and Barbuda,ATG,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Antigua and Barbuda,ATG,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Antigua and Barbuda,ATG,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Antigua and Barbuda,ATG,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Antigua and Barbuda,ATG,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Antigua and Barbuda,ATG,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Argentina,ARG,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Argentina,ARG,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Argentina,ARG,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Argentina,ARG,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Argentina,ARG,2020,99.1399993896484,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Argentina,ARG,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Argentina,ARG,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Argentina,ARG,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Argentina,ARG,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Argentina,ARG,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Armenia,ARM,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Armenia,ARM,2023,99.8399963378906,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Armenia,ARM,2022,99.8199996948242,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Armenia,ARM,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Armenia,ARM,2020,99.7900009155273,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Armenia,ARM,2019,100.0,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Armenia,ARM,2018,100.0,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Armenia,ARM,2017,99.7399978637695,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Armenia,ARM,2016,99.7399978637695,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Armenia,ARM,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Aruba,ABW,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Aruba,ABW,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Aruba,ABW,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Aruba,ABW,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Aruba,ABW,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Aruba,ABW,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Aruba,ABW,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Aruba,ABW,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Aruba,ABW,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Aruba,ABW,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Australia,AUS,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Australia,AUS,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Australia,AUS,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Australia,AUS,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Australia,AUS,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Australia,AUS,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Australia,AUS,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Australia,AUS,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Australia,AUS,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Australia,AUS,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Austria,AUT,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Austria,AUT,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Austria,AUT,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Austria,AUT,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Austria,AUT,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Austria,AUT,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Austria,AUT,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Austria,AUT,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Austria,AUT,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Austria,AUT,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Azerbaijan,AZE,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Azerbaijan,AZE,2023,99.7799987792969,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Azerbaijan,AZE,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Azerbaijan,AZE,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Azerbaijan,AZE,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Azerbaijan,AZE,2019,99.8000030517578,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Azerbaijan,AZE,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Azerbaijan,AZE,2017,99.7900009155273,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Azerbaijan,AZE,2016,99.7900009155273,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Azerbaijan,AZE,2015,99.7900009155273,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)","Bahamas, The",BHS,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)","Bahamas, The",BHS,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)","Bahamas, The",BHS,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)","Bahamas, The",BHS,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)","Bahamas, The",BHS,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)","Bahamas, The",BHS,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)","Bahamas, The",BHS,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)","Bahamas, The",BHS,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)","Bahamas, The",BHS,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)","Bahamas, The",BHS,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bahrain,BHR,2024,97.8199996948242,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bahrain,BHR,2023,97.8499984741211,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bahrain,BHR,2022,97.870002746582,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bahrain,BHR,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bahrain,BHR,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bahrain,BHR,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bahrain,BHR,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bahrain,BHR,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bahrain,BHR,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bahrain,BHR,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bangladesh,BGD,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bangladesh,BGD,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bangladesh,BGD,2022,79.0,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bangladesh,BGD,2021,76.3600006103516,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bangladesh,BGD,2020,74.9100036621094,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bangladesh,BGD,2019,74.6800003051758,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bangladesh,BGD,2018,73.9100036621094,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bangladesh,BGD,2017,72.8899993896484,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bangladesh,BGD,2016,72.7600021362305,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bangladesh,BGD,2015,65.1399993896484,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Barbados,BRB,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Barbados,BRB,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Barbados,BRB,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Barbados,BRB,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Barbados,BRB,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Barbados,BRB,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Barbados,BRB,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Barbados,BRB,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Barbados,BRB,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Barbados,BRB,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Belarus,BLR,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Belarus,BLR,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Belarus,BLR,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Belarus,BLR,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Belarus,BLR,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Belarus,BLR,2019,99.870002746582,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Belarus,BLR,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Belarus,BLR,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Belarus,BLR,2016,,SE.ADT.LITR.ZS
